TID: 00f7c8685f7f0000, SID: 28, DID: 0, CID: 0, time stamp: 47, AID: 0, The ship created
TID: 00277c455f7f0000, SID: 61, DID: 2, CID: 526, time stamp: 139723, AID: 4, The ship unloading its cargo
TID: 00d7ff625f7f0000, SID: 95, DID: 0, CID: 261, time stamp: 139733, AID: 4, The ship unloading its cargo
TID: 00877b405f7f0000, SID: 70, DID: 1, CID: 0, time stamp: 139972, AID: 5, The ship requested permission to load cargo from the dock
TID: 00877b405f7f0000, SID: 70, DID: 1, CID: 0, time stamp: 139977, AID: 7, The ship leaved the dock
TID: 00277f5d5f7f0000, SID: 19, DID: 3, CID: 123, time stamp: 140160, AID: 4, The ship unloading its cargo
TID: 00a77d515f7f0000, SID: 27, DID: 0, CID: 452, time stamp: 140198, AID: 4, The ship unloading its cargo
TID: 00a77e595f7f0000, SID: 12, DID: 2, CID: 736, time stamp: 140216, AID: 4, The ship unloading its cargo
TID: 0057ff5e5f7f0000, SID: 64, DID: 4, CID: 327, time stamp: 140390, AID: 4, The ship unloading its cargo
TID: 00d7fb425f7f0000, SID: 99, DID: 2, CID: 472, time stamp: 140491, AID: 4, The ship unloading its cargo
TID: 00c77c4a5f7f0000, SID: 87, DID: 1, CID: 0, time stamp: 140495, AID: 7, The ship leaved the dock
TID: 00c77c4a5f7f0000, SID: 87, DID: 0, CID: 0, time stamp: 140510, AID: 8, The ship destroyed
TID: 0077fe575f7f0000, SID: 4, DID: 2, CID: 626, time stamp: 140635, AID: 4, The ship unloading its cargo
TID: 0077ff5f5f7f0000, SID: 92, DID: 2, CID: 0, time stamp: 140885, AID: 7, The ship leaved the dock
TID: 0077ff5f5f7f0000, SID: 92, DID: 0, CID: 0, time stamp: 140887, AID: 8, The ship destroyed
TID: 0017ff5c5f7f0000, SID: 49, DID: 0, CID: 808, time stamp: 140898, AID: 4, The ship unloading its cargo
TID: 0037fa355f7f0000, SID: 68, DID: 0, CID: 0, time stamp: 141193, AID: 1, The ship requested permission to dock
TID: 0037fa355f7f0000, SID: 68, DID: 0, CID: 0, time stamp: 141196, AID: 2, The ship docked
TID: 0037fa355f7f0000, SID: 68, DID: 0, CID: 0, time stamp: 141198, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fa355f7f0000, SID: 68, DID: 0, CID: 0, time stamp: 141205, AID: 7, The ship leaved the dock
TID: 0097ff605f7f0000, SID: 33, DID: 4, CID: 705, time stamp: 141207, AID: 4, The ship unloading its cargo
TID: 00f7f9335f7f0000, SID: 56, DID: 1, CID: 0, time stamp: 141211, AID: 1, The ship requested permission to dock
TID: 00f7f9335f7f0000, SID: 56, DID: 1, CID: 0, time stamp: 141213, AID: 2, The ship docked
TID: 00f7f9335f7f0000, SID: 56, DID: 1, CID: 0, time stamp: 141215, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7f9335f7f0000, SID: 56, DID: 1, CID: 0, time stamp: 141219, AID: 7, The ship leaved the dock
TID: 00f7ff635f7f0000, SID: 84, DID: 3, CID: 38, time stamp: 141225, AID: 4, The ship unloading its cargo
TID: 00d7fe5a5f7f0000, SID: 94, DID: 2, CID: 44, time stamp: 141238, AID: 4, The ship unloading its cargo
TID: 00b7ff615f7f0000, SID: 17, DID: 4, CID: 415, time stamp: 141242, AID: 4, The ship unloading its cargo
TID: 00a77c495f7f0000, SID: 80, DID: 3, CID: 645, time stamp: 141480, AID: 4, The ship unloading its cargo
TID: 0077fc475f7f0000, SID: 14, DID: 2, CID: 0, time stamp: 141487, AID: 5, The ship requested permission to load cargo from the dock
TID: 0077fc475f7f0000, SID: 14, DID: 2, CID: 0, time stamp: 141492, AID: 7, The ship leaved the dock
TID: 00f7c8685f7f0000, SID: 28, DID: 1, CID: 321, time stamp: 141533, AID: 4, The ship unloading its cargo
TID: 00277c455f7f0000, SID: 61, DID: 2, CID: 546, time stamp: 141799, AID: 4, The ship unloading its cargo
TID: 00d7ff625f7f0000, SID: 95, DID: 0, CID: 300, time stamp: 141818, AID: 4, The ship unloading its cargo
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 0, time stamp: 142061, AID: 1, The ship requested permission to dock
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 0, time stamp: 142063, AID: 2, The ship docked
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 0, time stamp: 142065, AID: 3, The ship requested permission to unload its cargo
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 392, time stamp: 142066, AID: 4, The ship unloading its cargo
TID: 00277f5d5f7f0000, SID: 19, DID: 3, CID: 136, time stamp: 142218, AID: 4, The ship unloading its cargo
TID: 00a77e595f7f0000, SID: 12, DID: 2, CID: 801, time stamp: 142274, AID: 4, The ship unloading its cargo
TID: 00d7fa3a5f7f0000, SID: 34, DID: 2, CID: 0, time stamp: 142285, AID: 1, The ship requested permission to dock
TID: 00d7fa3a5f7f0000, SID: 34, DID: 2, CID: 0, time stamp: 142288, AID: 2, The ship docked
TID: 00d7fa3a5f7f0000, SID: 34, DID: 2, CID: 0, time stamp: 142289, AID: 7, The ship leaved the dock
TID: 00d7fa3a5f7f0000, SID: 34, DID: 0, CID: 0, time stamp: 142291, AID: 8, The ship destroyed
TID: 00a77d515f7f0000, SID: 27, DID: 0, CID: 657, time stamp: 142312, AID: 4, The ship unloading its cargo
TID: 0057ff5e5f7f0000, SID: 64, DID: 4, CID: 413, time stamp: 142447, AID: 4, The ship unloading its cargo
TID: 00d7fb425f7f0000, SID: 99, DID: 2, CID: 529, time stamp: 142576, AID: 4, The ship unloading its cargo
TID: 0077fe575f7f0000, SID: 4, DID: 2, CID: 681, time stamp: 142720, AID: 4, The ship unloading its cargo
TID: 0017ff5c5f7f0000, SID: 49, DID: 0, CID: 851, time stamp: 142985, AID: 4, The ship unloading its cargo
TID: 00a77b415f7f0000, SID: 35, DID: 0, CID: 0, time stamp: 143055, AID: 1, The ship requested permission to dock
TID: 00a77b415f7f0000, SID: 35, DID: 0, CID: 0, time stamp: 143068, AID: 2, The ship docked
TID: 00a77b415f7f0000, SID: 35, DID: 0, CID: 0, time stamp: 143070, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77b415f7f0000, SID: 35, DID: 0, CID: 0, time stamp: 143074, AID: 7, The ship leaved the dock
TID: 0097ff605f7f0000, SID: 33, DID: 4, CID: 783, time stamp: 143292, AID: 4, The ship unloading its cargo
TID: 00d7fe5a5f7f0000, SID: 94, DID: 2, CID: 62, time stamp: 143297, AID: 4, The ship unloading its cargo
TID: 00b7ff615f7f0000, SID: 17, DID: 4, CID: 834, time stamp: 143308, AID: 4, The ship unloading its cargo
TID: 00f7ff635f7f0000, SID: 84, DID: 3, CID: 64, time stamp: 143315, AID: 4, The ship unloading its cargo
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 0, time stamp: 143388, AID: 1, The ship requested permission to dock
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 0, time stamp: 143390, AID: 2, The ship docked
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 0, time stamp: 143392, AID: 3, The ship requested permission to unload its cargo
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 408, time stamp: 143393, AID: 4, The ship unloading its cargo
TID: 00a77c495f7f0000, SID: 80, DID: 3, CID: 697, time stamp: 143568, AID: 4, The ship unloading its cargo
TID: 00f7c8685f7f0000, SID: 28, DID: 1, CID: 379, time stamp: 143629, AID: 4, The ship unloading its cargo
TID: 00d7ff625f7f0000, SID: 95, DID: 0, CID: 374, time stamp: 143900, AID: 4, The ship unloading its cargo
TID: 00277c455f7f0000, SID: 61, DID: 2, CID: 627, time stamp: 143903, AID: 4, The ship unloading its cargo
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 445, time stamp: 144150, AID: 4, The ship unloading its cargo
TID: 00e779335f7f0000, SID: 7, DID: 2, CID: 0, time stamp: 144197, AID: 1, The ship requested permission to dock
TID: 00e779335f7f0000, SID: 7, DID: 2, CID: 0, time stamp: 144199, AID: 2, The ship docked
TID: 00e779335f7f0000, SID: 7, DID: 2, CID: 0, time stamp: 144201, AID: 5, The ship requested permission to load cargo from the dock
TID: 00e779335f7f0000, SID: 7, DID: 2, CID: 0, time stamp: 144205, AID: 7, The ship leaved the dock
TID: 00277f5d5f7f0000, SID: 19, DID: 3, CID: 200, time stamp: 144304, AID: 4, The ship unloading its cargo
TID: 00a77e595f7f0000, SID: 12, DID: 2, CID: 0, time stamp: 144356, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77e595f7f0000, SID: 12, DID: 2, CID: 0, time stamp: 144361, AID: 7, The ship leaved the dock
TID: 00a77d515f7f0000, SID: 27, DID: 0, CID: 717, time stamp: 144379, AID: 4, The ship unloading its cargo
TID: 0057ff5e5f7f0000, SID: 64, DID: 4, CID: 431, time stamp: 144532, AID: 4, The ship unloading its cargo
TID: 00d7fb425f7f0000, SID: 99, DID: 2, CID: 551, time stamp: 144661, AID: 4, The ship unloading its cargo
TID: 0077fe575f7f0000, SID: 4, DID: 2, CID: 762, time stamp: 144825, AID: 4, The ship unloading its cargo
TID: 00e77e5b5f7f0000, SID: 74, DID: 0, CID: 0, time stamp: 144856, AID: 1, The ship requested permission to dock
TID: 00e77e5b5f7f0000, SID: 74, DID: 0, CID: 0, time stamp: 144858, AID: 2, The ship docked
TID: 00e77e5b5f7f0000, SID: 74, DID: 0, CID: 0, time stamp: 144860, AID: 3, The ship requested permission to unload its cargo
TID: 00e77e5b5f7f0000, SID: 74, DID: 0, CID: 15, time stamp: 144861, AID: 4, The ship unloading its cargo
TID: 0097fb405f7f0000, SID: 69, DID: 3, CID: 0, time stamp: 144867, AID: 1, The ship requested permission to dock
TID: 0097fb405f7f0000, SID: 69, DID: 3, CID: 0, time stamp: 144869, AID: 2, The ship docked
TID: 0097fb405f7f0000, SID: 69, DID: 3, CID: 0, time stamp: 144871, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097fb405f7f0000, SID: 69, DID: 3, CID: 0, time stamp: 144875, AID: 7, The ship leaved the dock
TID: 0017ff5c5f7f0000, SID: 49, DID: 0, CID: 892, time stamp: 145069, AID: 4, The ship unloading its cargo
TID: 00d7fe5a5f7f0000, SID: 94, DID: 2, CID: 114, time stamp: 145379, AID: 4, The ship unloading its cargo
TID: 0097ff605f7f0000, SID: 33, DID: 4, CID: 0, time stamp: 145398, AID: 5, The ship requested permission to load cargo from the dock
TID: 0097ff605f7f0000, SID: 33, DID: 4, CID: 0, time stamp: 145405, AID: 7, The ship leaved the dock
TID: 00b7ff615f7f0000, SID: 17, DID: 4, CID: 0, time stamp: 145408, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7ff615f7f0000, SID: 17, DID: 4, CID: 0, time stamp: 145416, AID: 7, The ship leaved the dock
TID: 00f7ff635f7f0000, SID: 84, DID: 3, CID: 70, time stamp: 145418, AID: 4, The ship unloading its cargo
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 527, time stamp: 145448, AID: 4, The ship unloading its cargo
TID: 00b7fc495f7f0000, SID: 39, DID: 3, CID: 0, time stamp: 145524, AID: 1, The ship requested permission to dock
TID: 00b7fc495f7f0000, SID: 39, DID: 3, CID: 0, time stamp: 145526, AID: 2, The ship docked
TID: 00b7fc495f7f0000, SID: 39, DID: 3, CID: 0, time stamp: 145528, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7fc495f7f0000, SID: 39, DID: 3, CID: 0, time stamp: 145532, AID: 7, The ship leaved the dock
TID: 00077d4c5f7f0000, SID: 16, DID: 1, CID: 0, time stamp: 145636, AID: 1, The ship requested permission to dock
TID: 00077d4c5f7f0000, SID: 16, DID: 1, CID: 0, time stamp: 145638, AID: 2, The ship docked
TID: 00077d4c5f7f0000, SID: 16, DID: 1, CID: 0, time stamp: 145640, AID: 3, The ship requested permission to unload its cargo
TID: 00077d4c5f7f0000, SID: 16, DID: 1, CID: 589, time stamp: 145641, AID: 4, The ship unloading its cargo
TID: 00a77c495f7f0000, SID: 80, DID: 3, CID: 840, time stamp: 145649, AID: 4, The ship unloading its cargo
TID: 00f7c8685f7f0000, SID: 28, DID: 1, CID: 458, time stamp: 145696, AID: 4, The ship unloading its cargo
TID: 00a77f615f7f0000, SID: 22, DID: 3, CID: 0, time stamp: 145783, AID: 1, The ship requested permission to dock
TID: 00a77f615f7f0000, SID: 22, DID: 3, CID: 0, time stamp: 145785, AID: 2, The ship docked
TID: 00a77f615f7f0000, SID: 22, DID: 3, CID: 0, time stamp: 145786, AID: 3, The ship requested permission to unload its cargo
TID: 00a77f615f7f0000, SID: 22, DID: 3, CID: 26, time stamp: 145788, AID: 4, The ship unloading its cargo
TID: 00277c455f7f0000, SID: 61, DID: 2, CID: 684, time stamp: 145986, AID: 4, The ship unloading its cargo
TID: 00d7ff625f7f0000, SID: 95, DID: 0, CID: 437, time stamp: 146011, AID: 4, The ship unloading its cargo
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 513, time stamp: 146234, AID: 4, The ship unloading its cargo
TID: 00077b3c5f7f0000, SID: 25, DID: 3, CID: 0, time stamp: 146286, AID: 1, The ship requested permission to dock
TID: 00077b3c5f7f0000, SID: 25, DID: 3, CID: 0, time stamp: 146288, AID: 2, The ship docked
TID: 00077b3c5f7f0000, SID: 25, DID: 3, CID: 0, time stamp: 146290, AID: 5, The ship requested permission to load cargo from the dock
TID: 00077b3c5f7f0000, SID: 25, DID: 3, CID: 0, time stamp: 146294, AID: 7, The ship leaved the dock
TID: 00277f5d5f7f0000, SID: 19, DID: 3, CID: 255, time stamp: 146359, AID: 4, The ship unloading its cargo
TID: 00a77d515f7f0000, SID: 27, DID: 0, CID: 861, time stamp: 146463, AID: 4, The ship unloading its cargo
TID: 0057ff5e5f7f0000, SID: 64, DID: 4, CID: 604, time stamp: 146615, AID: 4, The ship unloading its cargo
TID: 00d7fb425f7f0000, SID: 99, DID: 2, CID: 644, time stamp: 146745, AID: 4, The ship unloading its cargo
TID: 0077fe575f7f0000, SID: 4, DID: 2, CID: 835, time stamp: 146910, AID: 4, The ship unloading its cargo
TID: 00e77e5b5f7f0000, SID: 74, DID: 0, CID: 33, time stamp: 146928, AID: 4, The ship unloading its cargo
TID: 00f7fa3b5f7f0000, SID: 62, DID: 0, CID: 0, time stamp: 147074, AID: 1, The ship requested permission to dock
TID: 00f7fa3b5f7f0000, SID: 62, DID: 0, CID: 0, time stamp: 147076, AID: 2, The ship docked
TID: 00f7fa3b5f7f0000, SID: 62, DID: 0, CID: 0, time stamp: 147078, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7fa3b5f7f0000, SID: 62, DID: 0, CID: 0, time stamp: 147082, AID: 7, The ship leaved the dock
TID: 0017ff5c5f7f0000, SID: 49, DID: 0, CID: 943, time stamp: 147135, AID: 4, The ship unloading its cargo
TID: 00b7fb415f7f0000, SID: 46, DID: 4, CID: 0, time stamp: 147195, AID: 1, The ship requested permission to dock
TID: 00b7fb415f7f0000, SID: 46, DID: 4, CID: 0, time stamp: 147205, AID: 2, The ship docked
TID: 00b7fb415f7f0000, SID: 46, DID: 4, CID: 0, time stamp: 147207, AID: 5, The ship requested permission to load cargo from the dock
TID: 00b7fb415f7f0000, SID: 46, DID: 4, CID: 0, time stamp: 147211, AID: 7, The ship leaved the dock
TID: 00d7fe5a5f7f0000, SID: 94, DID: 2, CID: 203, time stamp: 147477, AID: 4, The ship unloading its cargo
TID: 00f7ff635f7f0000, SID: 84, DID: 3, CID: 552, time stamp: 147492, AID: 4, The ship unloading its cargo
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 744, time stamp: 147510, AID: 4, The ship unloading its cargo
TID: 00c77e5a5f7f0000, SID: 15, DID: 4, CID: 0, time stamp: 147525, AID: 1, The ship requested permission to dock
TID: 00c77e5a5f7f0000, SID: 15, DID: 4, CID: 0, time stamp: 147527, AID: 2, The ship docked
TID: 00c77e5a5f7f0000, SID: 15, DID: 4, CID: 0, time stamp: 147529, AID: 3, The ship requested permission to unload its cargo
TID: 00c77e5a5f7f0000, SID: 15, DID: 4, CID: 51, time stamp: 147530, AID: 4, The ship unloading its cargo
TID: 00077d4c5f7f0000, SID: 16, DID: 1, CID: 631, time stamp: 147716, AID: 4, The ship unloading its cargo
TID: 00a77c495f7f0000, SID: 80, DID: 3, CID: 841, time stamp: 147733, AID: 4, The ship unloading its cargo
TID: 00f7c8685f7f0000, SID: 28, DID: 1, CID: 502, time stamp: 147759, AID: 4, The ship unloading its cargo
TID: 00a77f615f7f0000, SID: 22, DID: 3, CID: 73, time stamp: 147842, AID: 4, The ship unloading its cargo
TID: 00277c455f7f0000, SID: 61, DID: 2, CID: 716, time stamp: 148062, AID: 4, The ship unloading its cargo
TID: 00d7ff625f7f0000, SID: 95, DID: 0, CID: 462, time stamp: 148084, AID: 4, The ship unloading its cargo
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 621, time stamp: 148317, AID: 4, The ship unloading its cargo
TID: 00277f5d5f7f0000, SID: 19, DID: 3, CID: 318, time stamp: 148442, AID: 4, The ship unloading its cargo
TID: 00a77d515f7f0000, SID: 27, DID: 0, CID: 0, time stamp: 148547, AID: 5, The ship requested permission to load cargo from the dock
TID: 00a77d515f7f0000, SID: 27, DID: 0, CID: 0, time stamp: 148551, AID: 7, The ship leaved the dock
TID: 0057ff5e5f7f0000, SID: 64, DID: 4, CID: 664, time stamp: 148689, AID: 4, The ship unloading its cargo
TID: 00d7fb425f7f0000, SID: 99, DID: 2, CID: 698, time stamp: 148813, AID: 4, The ship unloading its cargo
TID: 0077fe575f7f0000, SID: 4, DID: 2, CID: 934, time stamp: 148986, AID: 4, The ship unloading its cargo
TID: 00e77e5b5f7f0000, SID: 74, DID: 0, CID: 48, time stamp: 149008, AID: 4, The ship unloading its cargo
TID: 0017ff5c5f7f0000, SID: 49, DID: 0, CID: 974, time stamp: 149226, AID: 4, The ship unloading its cargo
TID: 00277a355f7f0000, SID: 51, DID: 3, CID: 0, time stamp: 149236, AID: 1, The ship requested permission to dock
TID: 00277a355f7f0000, SID: 51, DID: 3, CID: 0, time stamp: 149238, AID: 2, The ship docked
TID: 00277a355f7f0000, SID: 51, DID: 3, CID: 0, time stamp: 149240, AID: 5, The ship requested permission to load cargo from the dock
TID: 00277a355f7f0000, SID: 51, DID: 3, CID: 0, time stamp: 149253, AID: 7, The ship leaved the dock
TID: 00d7fe5a5f7f0000, SID: 94, DID: 2, CID: 228, time stamp: 149561, AID: 4, The ship unloading its cargo
TID: 00f7ff635f7f0000, SID: 84, DID: 3, CID: 0, time stamp: 149575, AID: 5, The ship requested permission to load cargo from the dock
TID: 00f7ff635f7f0000, SID: 84, DID: 3, CID: 0, time stamp: 149583, AID: 7, The ship leaved the dock
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 997, time stamp: 149586, AID: 4, The ship unloading its cargo
TID: 00c77e5a5f7f0000, SID: 15, DID: 4, CID: 115, time stamp: 149596, AID: 4, The ship unloading its cargo
TID: 00c77f625f7f0000, SID: 37, DID: 1, CID: 0, time stamp: 149670, AID: 1, The ship requested permission to dock
TID: 00c77f625f7f0000, SID: 37, DID: 1, CID: 0, time stamp: 149671, AID: 2, The ship docked
TID: 00c77f625f7f0000, SID: 37, DID: 1, CID: 0, time stamp: 149679, AID: 3, The ship requested permission to unload its cargo
TID: 00c77f625f7f0000, SID: 37, DID: 1, CID: 9, time stamp: 149681, AID: 4, The ship unloading its cargo
TID: 00077d4c5f7f0000, SID: 16, DID: 1, CID: 757, time stamp: 149786, AID: 4, The ship unloading its cargo
TID: 00a77c495f7f0000, SID: 80, DID: 3, CID: 889, time stamp: 149800, AID: 4, The ship unloading its cargo
TID: 00f7c8685f7f0000, SID: 28, DID: 1, CID: 594, time stamp: 149821, AID: 4, The ship unloading its cargo
TID: 0037fe555f7f0000, SID: 36, DID: 2, CID: 0, time stamp: 149836, AID: 1, The ship requested permission to dock
TID: 0037fe555f7f0000, SID: 36, DID: 2, CID: 0, time stamp: 149838, AID: 2, The ship docked
TID: 0037fe555f7f0000, SID: 36, DID: 2, CID: 0, time stamp: 149840, AID: 5, The ship requested permission to load cargo from the dock
TID: 0037fe555f7f0000, SID: 36, DID: 2, CID: 0, time stamp: 149844, AID: 7, The ship leaved the dock
TID: 00a77f615f7f0000, SID: 22, DID: 3, CID: 85, time stamp: 149897, AID: 4, The ship unloading its cargo
TID: 00277c455f7f0000, SID: 61, DID: 2, CID: 758, time stamp: 150146, AID: 4, The ship unloading its cargo
TID: 00d7ff625f7f0000, SID: 95, DID: 0, CID: 569, time stamp: 150166, AID: 4, The ship unloading its cargo
TID: 00277d4d5f7f0000, SID: 91, DID: 1, CID: 0, time stamp: 150373, AID: 1, The ship requested permission to dock
TID: 00277d4d5f7f0000, SID: 91, DID: 1, CID: 0, time stamp: 150375, AID: 2, The ship docked
TID: 00277d4d5f7f0000, SID: 91, DID: 1, CID: 0, time stamp: 150377, AID: 3, The ship requested permission to unload its cargo
TID: 00277d4d5f7f0000, SID: 91, DID: 1, CID: 347, time stamp: 150378, AID: 4, The ship unloading its cargo
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 652, time stamp: 150388, AID: 4, The ship unloading its cargo
TID: 00277f5d5f7f0000, SID: 19, DID: 3, CID: 361, time stamp: 150524, AID: 4, The ship unloading its cargo
TID: 0057ff5e5f7f0000, SID: 64, DID: 4, CID: 741, time stamp: 150783, AID: 4, The ship unloading its cargo
TID: 00d7fb425f7f0000, SID: 99, DID: 2, CID: 731, time stamp: 150905, AID: 4, The ship unloading its cargo
TID: 0077fe575f7f0000, SID: 4, DID: 2, CID: 970, time stamp: 151069, AID: 4, The ship unloading its cargo
TID: 00e77e5b5f7f0000, SID: 74, DID: 0, CID: 90, time stamp: 151089, AID: 4, The ship unloading its cargo
TID: 0037fd4d5f7f0000, SID: 42, DID: 4, CID: 0, time stamp: 151185, AID: 1, The ship requested permission to dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 4, CID: 0, time stamp: 151187, AID: 2, The ship docked
TID: 0037fd4d5f7f0000, SID: 42, DID: 4, CID: 0, time stamp: 151188, AID: 3, The ship requested permission to unload its cargo
TID: 0037fd4d5f7f0000, SID: 42, DID: 4, CID: 143, time stamp: 151190, AID: 4, The ship unloading its cargo
TID: 0017ff5c5f7f0000, SID: 49, DID: 0, CID: 0, time stamp: 151309, AID: 7, The ship leaved the dock
TID: 0017ff5c5f7f0000, SID: 49, DID: 0, CID: 0, time stamp: 151311, AID: 8, The ship destroyed
TID: 0097ff605f7f0000, SID: 33, DID: 2, CID: 0, time stamp: 151460, AID: 1, The ship requested permission to dock
TID: 0097ff605f7f0000, SID: 33, DID: 2, CID: 0, time stamp: 151462, AID: 2, The ship docked
TID: 0097ff605f7f0000, SID: 33, DID: 2, CID: 0, time stamp: 151463, AID: 3, The ship requested permission to unload its cargo
TID: 0097ff605f7f0000, SID: 33, DID: 2, CID: 4, time stamp: 151465, AID: 4, The ship unloading its cargo
TID: 0057fe565f7f0000, SID: 53, DID: 0, CID: 0, time stamp: 151539, AID: 1, The ship requested permission to dock
TID: 0057fe565f7f0000, SID: 53, DID: 0, CID: 0, time stamp: 151541, AID: 2, The ship docked
TID: 0057fe565f7f0000, SID: 53, DID: 0, CID: 0, time stamp: 151542, AID: 3, The ship requested permission to unload its cargo
TID: 0057fe565f7f0000, SID: 53, DID: 0, CID: 78, time stamp: 151544, AID: 4, The ship unloading its cargo
TID: 00d7fe5a5f7f0000, SID: 94, DID: 2, CID: 306, time stamp: 151618, AID: 4, The ship unloading its cargo
TID: 00c77e5a5f7f0000, SID: 15, DID: 4, CID: 159, time stamp: 151651, AID: 4, The ship unloading its cargo
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 0, time stamp: 151660, AID: 5, The ship requested permission to load cargo from the dock
TID: 0057fc465f7f0000, SID: 52, DID: 1, CID: 0, time stamp: 151665, AID: 7, The ship leaved the dock
TID: 00c77f625f7f0000, SID: 37, DID: 1, CID: 16, time stamp: 151736, AID: 4, The ship unloading its cargo
TID: 00077d4c5f7f0000, SID: 16, DID: 1, CID: 800, time stamp: 151841, AID: 4, The ship unloading its cargo
TID: 00a77c495f7f0000, SID: 80, DID: 3, CID: 0, time stamp: 151885, AID: 7, The ship leaved the dock
TID: 00a77c495f7f0000, SID: 80, DID: 0, CID: 0, time stamp: 151887, AID: 8, The ship destroyed
TID: 00f7c8685f7f0000, SID: 28, DID: 1, CID: 647, time stamp: 151889, AID: 4, The ship unloading its cargo
TID: 00a77f615f7f0000, SID: 22, DID: 3, CID: 116, time stamp: 151952, AID: 4, The ship unloading its cargo
TID: 00277c455f7f0000, SID: 61, DID: 2, CID: 856, time stamp: 152236, AID: 4, The ship unloading its cargo
TID: 00d7ff625f7f0000, SID: 95, DID: 0, CID: 592, time stamp: 152257, AID: 4, The ship unloading its cargo
TID: 00277d4d5f7f0000, SID: 91, DID: 1, CID: 515, time stamp: 152453, AID: 4, The ship unloading its cargo
TID: 00e77c4b5f7f0000, SID: 75, DID: 3, CID: 722, time stamp: 152472, AID: 4, The ship unloading its cargo
TID: 00277f5d5f7f0000, SID: 19, DID: 3, CID: 390, time stamp: 152608, AID: 4, The ship unloading its cargo
TID: 0057ff5e5f7f0000, SID: 64, DID: 4, CID: 816, time stamp: 152820, AID: 4, The ship unloading its cargo
TID: 00d7fb425f7f0000, SID: 99, DID: 2, CID: 797, time stamp: 152991, AID: 4, The ship unloading its cargo
TID: 00e77e5b5f7f0000, SID: 74, DID: 0, CID: 106, time stamp: 153170, AID: 4, The ship unloading its cargo
TID: 0077fe575f7f0000, SID: 4, DID: 2, CID: 0, time stamp: 153172, AID: 5, The ship requested permission to load cargo from the dock
TID: 0077fe575f7f0000, SID: 4, DID: 2, CID: 0, time stamp: 153178, AID: 7, The ship leaved the dock
TID: 0037fd4d5f7f0000, SID: 42, DID: 4, CID: 204, time stamp: 153272, AID: 4, The ship unloading its cargo
TID: 0097ff605f7f0000, SID: 33, DID: 2, CID: 297, time stamp: 153547, AID: 4, The ship unloading its cargo
TID: 0057fe565f7f0000, SID: 53, DID: 0, CID: 201, time stamp: 153599, AID: 4, The ship unloading its cargo
TID: 00d7fe5a5f7f0000, SID: 94, DID: 2, CID: 340, time stamp: 153674, AID: 4, The ship unloading its cargo
TID: 00c77e5a5f7f0000, SID: 15, DID: 4, CID: 202, time stamp: 153711, AID: 4, The ship unloading its cargo
TID: 00c77f625f7f0000, SID: 37, DID: 1, CID: 41, time stamp: 153791, AID: 4, The ship unloading its cargo
TID: 00077d4c5f7f0000, SID: 16, DID: 1, CID: 910, time stamp: 153895, AID: 4, The ship unloading its cargo
TID: 00f7c8685f7f0000, SID: 28, DID: 1, CID: 776, time stamp: 153974, AID: 4, The ship unloading its cargo
TID: 00a77f615f7f0000, SID: 22, DID: 3, CID: 129, time stamp: 153985, AID: 4, The ship unloading its cargo
TID: 00077f5c5f7f0000, SID: 48, DID: 3, CID: 0, time stamp: 154004, AID: 1, The ship requested permission to dock
TID: 00077f5c5f7f0000, SID: 48, DID: 3, CID: 0, time stamp: 154006, AID: 2, The ship docked
TID: 00077f5c5f7f0000, SID: 48, DID: 3, CID: 0, time stamp: 154018, AID: 3, The ship requested permission to unload its cargo
TID: 00077f5c5f7f0000, SID: 48, DID: 3, CID: 137, time stamp: 154020, AID: 4, The ship unloading its cargo
TID: 00277c455f7f0000, SID: 61, DID: 2, CID: 909, time stamp: 154327, AID: 4, The ship unloading its cargo
TID: 00d7ff625f7f0000, SID: 95, DID: 0, CID: 690, time stamp: 154345, AID: 4, The ship unloading its cargo
